YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2014,0,20098,Stuart Appleby,1.67,3,180,-0.33
2014,0,25834,Daniel Summerhays,1.6,3,188,E
2014,0,21878,Mark Wilson,1.59,2,126,E
2014,0,23135,Tim Clark,1.45,2,138,+0.50
2014,0,22293,Heath Slocum,1.45,2,138,E
2014,0,20160,Charlie Wi,1.43,2,140,E
2014,0,22621,Ben Curtis,1.41,2,142,-0.50
2014,0,19846,Brian Gay,1.41,2,142,+0.50
2014,0,8075,Jerry Kelly,1.32,2,152,E
2014,0,29221,Webb Simpson,1.32,2,152,E
2014,0,20593,Greg Chalmers,1.23,2,162,E
2014,0,24494,Erik Compton,1.22,2,164,E
2014,0,21753,Brian Davis,1.12,2,178,E
2014,0,26758,David Hearn,1.12,2,178,-0.50
2014,0,25572,Graeme McDowell,1.04,1,96,E
2014,0,2206,David Toms,0.83,1,120,E
2014,0,10423,Mike Weir,0.82,1,122,E
2014,0,32200,Roberto Castro,0.78,1,128,-1.00
2014,0,10809,Jim Furyk,0.74,1,136,E
2014,0,10860,Justin Leonard,0.72,1,138,E
2014,0,23800,Bryce Molder,0.72,1,138,-1.00
2014,0,24357,K.J. Choi,0.71,1,140,E
2014,0,20104,Ken Duke,0.71,1,140,E
2014,0,25349,Tim Wilkinson,0.61,1,164,E
2014,0,7867,Woody Austin,0.0,0,118,E
2014,0,23983,Luke Donald,0.0,0,88,E
2014,0,28092,D.H. Lee,0.0,0,100,E
2014,0,1724,Jeff Maggert,0.0,0,104,E
2013,0,23452,Nicolas Colsaerts,33.78,25,74,E
2013,0,30925,Dustin Johnson,32.41,35,108,-0.54
2013,0,27129,Luke List,30.33,37,122,-0.43
2013,0,25804,Bubba Watson,27.12,32,118,-0.31
2013,0,28237,Rory McIlroy,23.17,19,82,-0.11
2013,0,33869,Eric Meierdierks,22.83,21,92,-0.52
2013,0,31323,Gary Woodland,22.67,39,172,-0.33
2013,0,30944,Jason Kokrak,22.37,34,152,-0.29
2013,0,24358,Robert Garrigus,22.22,24,108,-0.21
2013,0,28089,Jason Day,20.31,26,128,-0.31
2013,0,33141,Keegan Bradley,19.86,29,146,-0.34
2013,0,22792,Peter Hanson,19.7,13,66,-0.38
2013,0,25632,Jimmy Walker,18.75,30,160,-0.30
2013,0,23320,Ryan Palmer,18.49,27,146,-0.37
2013,0,24502,Adam Scott,18.18,16,88,-0.50
2013,0,31557,Jim Herman,17.65,18,102,-0.44
2013,0,26331,Charl Schwartzel,17.59,19,108,-0.42
2013,0,25274,Steven Bowditch,16.92,22,130,-0.32
2013,0,32334,Charlie Beljan,16.67,20,120,-0.40
2013,0,29289,S.Y. Noh,15.67,21,134,-0.19
2013,0,28500,Martin Flores,15.66,26,166,-0.31
2013,0,20848,Ángel Cabrera,15.32,19,124,-0.37
2013,0,30692,Scott Stallings,15.22,21,138,-0.52
2013,0,27436,Graham DeLaet,14.77,26,176,-0.35
2013,0,30110,Kyle Stanley,13.49,17,126,-0.29
2013,0,34431,Robert Streb,13.38,19,142,-0.32
2013,0,34099,Harris English,13.22,23,174,-0.22
2013,0,33418,Shawn Stefani,12.71,15,118,-0.53
2013,0,25818,Scott Piercy,12.7,16,126,-0.50
2013,0,12716,Charley Hoffman,12.5,19,152,-0.37
2013,0,32448,James Hahn,12.16,18,148,-0.17
2013,0,22913,John Rollins,11.64,17,146,-0.12
2013,0,24140,Sean O'Hair,11.61,13,112,-0.15
2013,0,23497,Tag Ridings,11.54,15,130,-0.47
2013,0,29420,Billy Horschel,11.36,20,176,-0.20
2013,0,8793,Tiger Woods,11.36,10,88,-0.60
2013,0,33461,Morgan Hoffmann,11.29,14,124,-0.21
2013,0,25900,Lucas Glover,10.91,12,110,-0.58
2013,0,22405,Justin Rose,10.87,10,92,-0.40
2013,0,24494,Erik Compton,10.14,15,148,-0.40
2013,0,34046,Jordan Spieth,10.14,15,148,-0.67
2013,0,23621,Rory Sabbatini,10.0,16,160,-0.44
2013,0,23325,Vaughn Taylor,9.78,9,92,-0.44
2013,0,29740,Brad Fritsch,9.74,15,154,-0.13
2013,0,21961,Charles Howell III,9.64,16,166,-0.50
2013,0,30163,Henrik Norlander,9.56,13,136,-0.31
2013,0,27214,Kevin Streelman,9.46,14,148,-0.21
2013,0,6522,Ernie Els,9.38,9,96,-0.33
2013,0,21528,Henrik Stenson,9.38,9,96,-0.56
2013,0,25562,Andres Romero,9.32,11,118,-0.55
2013,0,34360,Patrick Reed,9.04,15,166,-0.33
2013,0,24138,Ian Poulter,8.97,7,78,-0.29
2013,0,27936,Martin Laird,8.93,10,112,-0.20
2013,0,27770,Camilo Villegas,8.9,13,146,-0.38
2013,0,20396,Lee Westwood,8.49,9,106,-0.33
2013,0,20691,Greg Owen,8.45,12,142,-0.42
2013,0,28780,Nicholas Thompson,8.42,16,190,-0.50
2013,0,28475,Jeff Overton,8.33,13,156,-0.38
2013,0,26300,Matt Jones,8.23,13,158,-0.31
2013,0,30852,Ryo Ishikawa,8.06,10,124,-0.30
2013,0,27503,Steve LeBrun,8.06,10,124,-0.10
2013,0,27095,Nick Watney,7.89,12,152,-0.33
2013,0,22371,Aaron Baddeley,7.81,10,128,-0.40
2013,0,20645,John Senden,7.81,10,128,-0.50
2013,0,32698,Bobby Gates,7.78,7,90,E
2013,0,26851,Marc Leishman,7.69,10,130,-0.20
2013,0,24399,Scott Gardiner,7.63,9,118,-0.33
2013,0,23788,D.J. Trahan,7.61,7,92,-0.71
2013,0,24663,Y.E. Yang,7.61,7,92,-0.29
2013,0,22056,Cameron Percy,7.58,10,132,-0.30
2013,0,30750,Tommy Gainey,7.5,12,160,E
2013,0,29518,Brendan Steele,7.5,12,160,-0.67
2013,0,32366,Kevin Chappell,7.43,11,148,-0.27
2013,0,32150,Michael Thompson,7.41,8,108,-0.25
2013,0,12510,Chad Campbell,7.24,11,152,-0.36
2013,0,26289,Boo Weekley,7.22,13,180,-0.31
2013,0,6573,Brandt Jobe,7.14,8,112,-0.25
2013,0,27408,Martin Kaymer,7.14,6,84,-0.33
2013,0,26679,Kevin Stadler,7.14,11,154,-0.91
2013,0,6527,Steve Stricker,7.14,5,70,E
2013,0,24781,Hunter Mahan,7.04,10,142,-0.30
2013,0,28679,Fabián Gómez,6.92,9,130,-0.44
2013,0,6567,Vijay Singh,6.86,7,102,-0.57
2013,0,27933,John Merrick,6.85,10,146,-0.60
2013,0,25345,Carl Pettersson,6.82,9,132,-0.11
2013,0,25240,D.A. Points,6.67,10,150,-0.60
2013,0,29425,Andrew Svoboda,5.95,5,84,+0.20
2013,0,23353,J.J. Henry,5.84,9,154,-0.33
2013,0,29479,Scott Brown,5.74,7,122,-1.00
2013,0,23638,Brendon de Jonge,5.66,12,212,-0.33
2013,0,19970,Robert Karlsson,5.43,5,92,-0.60
2013,0,20766,Padraig Harrington,5.41,4,74,-0.50
2013,0,29221,Webb Simpson,5.41,8,148,-0.25
2013,0,37273,Derek Ernst,5.36,6,112,E
2013,0,21209,Sergio Garcia,5.32,5,94,-0.20
2013,0,30926,Chris Kirk,5.29,9,170,E
2013,0,21731,Freddie Jacobson,5.21,5,96,-0.20
2013,0,27895,Jonas Blixt,5.15,7,136,+0.29
2013,0,27330,Josh Teater,5.0,7,140,+0.43
2013,0,25686,Jason Dufner,4.92,6,122,-0.33
2013,0,23409,James Driscoll,4.86,7,144,-0.43
2013,0,25834,Daniel Summerhays,4.82,8,166,-0.25
2013,0,1116,Michael Bradley,4.81,5,104,-0.20
2013,0,25336,Alistair Presnell,4.72,5,106,-0.20
2013,0,27120,Troy Matteson,4.55,6,132,-0.50
2013,0,10885,Robert Allenby,4.46,5,112,-0.20
2013,0,12782,Tim Herron,4.44,4,90,-0.75
2013,0,28259,Sangmoon Bae,4.43,7,158,-0.29
2013,0,24490,George McNeill,4.41,6,136,-0.67
2013,0,24361,Pat Perez,4.35,6,138,-0.17
2013,0,24846,Ricky Barnes,4.29,6,140,-0.83
2013,0,34021,Bud Cauley,4.24,5,118,-0.20
2013,0,24924,Bill Haas,4.17,6,144,-0.33
2013,0,27644,Brian Harman,4.12,7,170,-0.43
2013,0,25572,Graeme McDowell,4.05,3,74,+0.33
2013,0,1810,Phil Mickelson,4.03,5,124,-0.80
2013,0,8725,Tom Gillis,3.85,5,130,-0.60
2013,0,21878,Mark Wilson,3.85,4,104,-0.25
2013,0,26758,David Hearn,3.75,6,160,-0.17
2013,0,26497,Casey Wittenberg,3.68,5,136,-0.60
2013,0,24024,Zach Johnson,3.62,5,138,-0.20
2013,0,26951,Johnson Wagner,3.57,4,112,-0.50
2013,0,26596,Ryan Moore,3.51,4,114,-0.50
2013,0,19846,Brian Gay,3.42,5,146,E
2013,0,25444,Justin Hicks,3.42,5,146,-0.80
2013,0,20229,Stewart Cink,3.39,4,118,-0.25
2013,0,32102,Rickie Fowler,3.33,4,120,-0.25
2013,0,31202,William McGirt,3.33,5,150,-0.40
2013,0,34174,John Huh,3.29,5,152,-0.60
2013,0,23983,Luke Donald,3.26,3,92,+0.33
2013,0,33419,Cameron Tringale,3.13,5,160,-0.60
2013,0,6004,Stephen Ames,3.06,3,98,-0.67
2013,0,1320,Bob Estes,3.03,4,132,E
2013,0,22961,David Mathis,2.99,4,134,E
2013,0,34098,Russell Henley,2.94,4,136,+0.25
2013,0,36884,Ben Kohles,2.82,4,142,-0.50
2013,0,24227,Justin Bolli,2.73,3,110,E
2013,0,32200,Roberto Castro,2.69,5,186,-0.20
2013,0,23623,Bo Van Pelt,2.63,3,114,E
2013,0,21099,David Lynn,2.54,3,118,-0.67
2013,0,34409,David Lingmerth,2.42,3,124,E
2013,0,28455,Will Claxton,2.38,3,126,-0.67
2013,0,22378,Trevor Immelman,2.31,3,130,+0.33
2013,0,28307,Matt Every,2.3,4,174,-0.25
2013,0,24357,K.J. Choi,2.21,3,136,+0.33
2013,0,22621,Ben Curtis,2.13,2,94,E
2013,0,23108,Matt Kuchar,2.11,3,142,-1.00
2013,0,34261,Scott Langley,2.11,3,142,-0.33
2013,0,26476,Chez Reavie,2.08,3,144,-0.33
2013,0,20593,Greg Chalmers,2.05,3,146,-0.67
2013,0,35539,Luke Guthrie,2.03,3,148,-0.67
2013,0,10860,Justin Leonard,1.83,3,164,-0.33
2013,0,20098,Stuart Appleby,1.79,3,168,-0.33
2013,0,23541,Ben Crane,1.72,2,116,E
2013,0,21753,Brian Davis,1.69,3,178,-0.33
2013,0,28310,Lee Williams,1.67,2,120,+0.50
2013,0,28092,D.H. Lee,1.54,2,130,E
2013,0,2206,David Toms,1.47,1,68,+1.00
2013,0,8075,Jerry Kelly,1.41,2,142,-1.00
2013,0,31560,Brian Stuard,1.39,2,144,-0.50
2013,0,35139,Richard Lee,1.3,2,154,-0.50
2013,0,20104,Ken Duke,1.27,2,158,-1.00
2013,0,20572,Rod Pampling,1.19,1,84,E
2013,0,22046,Geoff Ogilvy,1.06,1,94,E
2013,0,20443,Jin Park,1.0,1,100,E
2013,0,27556,Ted Potter Jr.,0.88,1,114,E
2013,0,1724,Jeff Maggert,0.79,1,126,E
2013,0,10809,Jim Furyk,0.76,1,132,-1.00
2013,0,22806,Doug LaBelle II,0.74,1,136,-1.00
2013,0,24507,Jason Bohn,0.71,1,140,+1.00
2013,0,20160,Charlie Wi,0.7,1,142,-1.00
2013,0,27963,Chris Stroud,0.58,1,172,E
2013,0,23135,Tim Clark,0.0,0,94,E
2013,0,30711,Colt Knost,0.0,0,130,E
2013,0,23800,Bryce Molder,0.0,0,160,E
2013,0,10213,Dicky Pride,0.0,0,134,E
2013,0,27649,Brandt Snedeker,0.0,0,126,E
2013,0,22295,Darron Stiles,0.0,0,98,E
2013,0,28135,Aaron Watkins,0.0,0,88,E
2013,0,10423,Mike Weir,0.0,0,104,E
2012,0,25804,Bubba Watson,46.15,48,104,-0.63
2012,0,30925,Dustin Johnson,35.96,41,114,-0.37
2012,0,27141,J.B. Holmes,35.37,58,164,-0.19
2012,0,1249,John Daly,34.21,26,76,-0.23
2012,0,32334,Charlie Beljan,33.96,36,106,-0.58
2012,0,24358,Robert Garrigus,33.95,55,162,-0.29
2012,0,28237,Rory McIlroy,30.0,24,80,-0.46
2012,0,28089,Jason Day,29.17,28,96,-0.57
2012,0,27064,Jhonattan Vegas,26.0,39,150,-0.26
2012,0,25818,Scott Piercy,25.84,46,178,-0.41
2012,0,24502,Adam Scott,23.81,20,84,-0.25
2012,0,30110,Kyle Stanley,22.97,34,148,-0.50
2012,0,31323,Gary Woodland,22.32,25,112,-0.36
2012,0,33141,Keegan Bradley,22.22,32,144,-0.41
2012,0,28308,Troy Kelly,21.67,26,120,-0.58
2012,0,23320,Ryan Palmer,21.43,33,154,-0.27
2012,0,20848,Ángel Cabrera,21.05,16,76,-0.13
2012,0,30692,Scott Stallings,20.83,30,144,-0.30
2012,0,27436,Graham DeLaet,20.67,31,150,-0.29
2012,0,27936,Martin Laird,20.34,24,118,-0.21
2012,0,30944,Jason Kokrak,19.33,29,150,+0.03
2012,0,21805,Harrison Frazar,17.31,18,104,-0.50
2012,0,29289,S.Y. Noh,17.2,32,186,-0.47
2012,0,8793,Tiger Woods,16.67,17,102,-0.29
2012,0,20850,Daniel Chopra,16.33,16,98,-0.06
2012,0,24140,Sean O'Hair,16.25,26,160,-0.31
2012,0,6573,Brandt Jobe,16.04,17,106,-0.71
2012,0,24940,Edward Loar,15.69,16,102,-0.63
2012,0,27095,Nick Watney,15.63,25,160,-0.36
2012,0,25632,Jimmy Walker,15.46,30,194,-0.50
2012,0,27330,Josh Teater,15.05,28,186,-0.50
2012,0,33120,Mark Anderson,14.49,20,138,-0.30
2012,0,32698,Bobby Gates,14.46,24,166,-0.46
2012,0,20766,Padraig Harrington,13.83,13,94,-0.31
2012,0,23903,Stephen Gangluff,13.73,14,102,-0.43
2012,0,21961,Charles Howell III,13.37,23,172,-0.48
2012,0,30750,Tommy Gainey,13.02,25,192,-0.20
2012,0,20691,Greg Owen,12.79,22,172,-0.18
2012,0,34099,Harris English,12.77,24,188,-0.50
2012,0,29479,Scott Brown,11.86,14,118,-0.29
2012,0,11123,Chris Couch,11.86,14,118,-0.36
2012,0,27120,Troy Matteson,11.67,21,180,+0.05
2012,0,25345,Carl Pettersson,11.59,19,164,-0.37
2012,0,28500,Martin Flores,11.54,21,182,-0.29
2012,0,1810,Phil Mickelson,11.54,15,130,-0.27
2012,0,21209,Sergio Garcia,11.36,10,88,-0.40
2012,0,22913,John Rollins,11.33,17,150,-0.41
2012,0,26331,Charl Schwartzel,11.25,9,80,-0.44
2012,0,22371,Aaron Baddeley,11.21,13,116,-0.46
2012,0,24494,Erik Compton,10.96,16,146,-0.44
2012,0,27933,John Merrick,10.76,17,158,-0.59
2012,0,26289,Boo Weekley,10.61,14,132,-0.29
2012,0,30852,Ryo Ishikawa,10.53,8,76,-0.63
2012,0,26851,Marc Leishman,10.26,16,156,-0.25
2012,0,24846,Ricky Barnes,10.23,18,176,-0.56
2012,0,26300,Matt Jones,10.2,10,98,-0.50
2012,0,26329,Louis Oosthuizen,10.2,10,98,-0.30
2012,0,32102,Rickie Fowler,10.14,14,138,-0.36
2012,0,32366,Kevin Chappell,10.13,16,158,-0.44
2012,0,28475,Jeff Overton,10.0,19,190,-0.74
2012,0,29926,Danny Lee,9.85,13,132,-0.54
2012,0,20574,Mathew Goggin,9.84,12,122,-0.67
2012,0,1706,Davis Love III,9.82,11,112,-0.18
2012,0,23548,Bill Lunde,9.59,14,146,-0.43
2012,0,6567,Vijay Singh,9.41,16,170,-0.38
2012,0,12510,Chad Campbell,9.38,15,160,-0.33
2012,0,24924,Bill Haas,9.38,12,128,-0.17
2012,0,31558,J.J. Killeen,9.14,17,186,-0.24
2012,0,24604,Hunter Haas,9.02,11,122,-0.36
2012,0,20396,Lee Westwood,8.75,7,80,-0.29
2012,0,28259,Sangmoon Bae,8.73,11,126,-0.45
2012,0,12716,Charley Hoffman,8.72,15,172,-0.60
2012,0,23788,D.J. Trahan,8.7,12,138,-0.25
2012,0,20070,Matt Bettencourt,8.57,12,140,-0.08
2012,0,27302,Garth Mulroy,8.49,9,106,-0.44
2012,0,6522,Ernie Els,8.33,11,132,-0.36
2012,0,19970,Robert Karlsson,8.33,7,84,-0.71
2012,0,12782,Tim Herron,8.14,14,172,-0.21
2012,0,21528,Henrik Stenson,8.14,7,86,-0.57
2012,0,24925,Jonathan Byrd,8.04,9,112,-0.56
2012,0,23353,J.J. Henry,8.02,13,162,-0.08
2012,0,24361,Pat Perez,8.0,12,150,-0.83
2012,0,20229,Stewart Cink,7.89,9,114,-0.22
2012,0,1320,Bob Estes,7.86,11,140,-0.27
2012,0,22378,Trevor Immelman,7.81,10,128,-0.50
2012,0,29476,Kyle Reifers,7.32,12,164,-0.42
2012,0,30926,Chris Kirk,7.3,13,178,-0.46
2012,0,23623,Bo Van Pelt,7.25,10,138,-0.10
2012,0,27214,Kevin Streelman,7.23,12,166,-0.50
2012,0,32200,Roberto Castro,7.14,12,168,-0.33
2012,0,24357,K.J. Choi,7.14,8,112,-0.38
2012,0,23409,James Driscoll,7.14,11,154,-0.27
2012,0,25562,Andres Romero,7.14,8,112,-0.25
2012,0,26679,Kevin Stadler,7.14,11,154,+0.09
2012,0,26287,Roland Thatcher,7.14,7,98,-0.71
2012,0,24663,Y.E. Yang,7.0,7,100,+0.29
2012,0,23718,Nathan Green,6.92,9,130,-0.67
2012,0,29910,Blake Adams,6.84,13,190,-0.54
2012,0,25686,Jason Dufner,6.82,9,132,-0.33
2012,0,24781,Hunter Mahan,6.62,9,136,E
2012,0,20572,Rod Pampling,6.58,10,152,-0.40
2012,0,27963,Chris Stroud,6.55,11,168,-0.36
2012,0,12652,Cameron Beckman,6.49,10,154,E
2012,0,24490,George McNeill,6.49,10,154,-0.60
2012,0,27770,Camilo Villegas,6.49,10,154,-0.40
2012,0,10213,Dicky Pride,6.48,7,108,-0.43
2012,0,22405,Justin Rose,6.48,7,108,-0.14
2012,0,27974,Sung Kang,6.34,9,142,-0.44
2012,0,29518,Brendan Steele,6.34,9,142,-0.67
2012,0,20593,Greg Chalmers,6.33,10,158,-0.60
2012,0,28087,Kris Blanks,6.25,8,128,-0.50
2012,0,23621,Rory Sabbatini,6.25,10,160,-0.40
2012,0,20645,John Senden,6.25,8,128,-0.25
2012,0,23638,Brendon de Jonge,6.07,13,214,-0.38
2012,0,8725,Tom Gillis,6.0,9,150,+0.11
2012,0,27556,Ted Potter Jr.,5.97,8,134,-0.50
2012,0,25834,Daniel Summerhays,5.84,9,154,-0.44
2012,0,25396,Kevin Na,5.8,8,138,-0.13
2012,0,28455,Will Claxton,5.79,11,190,-0.45
2012,0,10885,Robert Allenby,5.56,8,144,-0.25
2012,0,27644,Brian Harman,5.56,11,198,-0.82
2012,0,6527,Steve Stricker,5.56,6,108,-0.33
2012,0,21407,Arjun Atwal,5.48,8,146,-0.63
2012,0,6004,Stephen Ames,5.43,5,92,-0.40
2012,0,28093,Miguel Angel Carballo,5.38,7,130,-0.43
2012,0,34174,John Huh,5.38,10,186,-0.60
2012,0,33419,Cameron Tringale,5.36,9,168,-0.78
2012,0,23541,Ben Crane,5.3,7,132,-0.71
2012,0,33122,Russell Knox,5.3,7,132,-1.00
2012,0,26758,David Hearn,5.26,10,190,-0.50
2012,0,25572,Graeme McDowell,5.26,4,76,-0.75
2012,0,26596,Ryan Moore,5.17,9,174,+0.22
2012,0,23108,Matt Kuchar,5.15,7,136,-0.14
2012,0,27895,Jonas Blixt,5.0,7,140,-0.57
2012,0,24138,Ian Poulter,5.0,4,80,-0.25
2012,0,26476,Chez Reavie,4.79,7,146,-0.29
2012,0,25240,D.A. Points,4.76,8,168,-0.38
2012,0,20104,Ken Duke,4.69,9,192,-0.56
2012,0,27466,Spencer Levin,4.67,7,150,+0.14
2012,0,23325,Vaughn Taylor,4.67,7,150,-0.29
2012,0,1766,Billy Mayfair,4.65,8,172,-0.38
2012,0,34021,Bud Cauley,4.64,9,194,-0.44
2012,0,23542,Tommy Biershenk,4.55,6,132,-0.33
2012,0,21731,Freddie Jacobson,4.55,4,88,E
2012,0,24024,Zach Johnson,4.49,7,156,-0.43
2012,0,2206,David Toms,4.35,4,92,-0.25
2012,0,1116,Michael Bradley,4.24,5,118,-0.20
2012,0,29478,Kevin Kisner,4.1,5,122,-0.20
2012,0,27797,Derek Lamely,4.03,5,124,-0.60
2012,0,35139,Richard Lee,3.85,5,130,-0.40
2012,0,29222,Billy Hurley III,3.79,5,132,-0.20
2012,0,20160,Charlie Wi,3.75,6,160,-0.83
2012,0,10809,Jim Furyk,3.68,5,136,+0.20
2012,0,27649,Brandt Snedeker,3.68,5,136,E
2012,0,26951,Johnson Wagner,3.66,6,164,+0.33
2012,0,1724,Jeff Maggert,3.61,6,166,-0.50
2012,0,25457,Alexandre Rocha,3.57,4,112,-0.50
2012,0,32150,Michael Thompson,3.47,5,144,-0.60
2012,0,22046,Geoff Ogilvy,3.45,4,116,E
2012,0,22582,Kyle Thompson,3.33,3,90,-1.00
2012,0,23983,Luke Donald,3.13,3,96,-0.33
2012,0,1797,Rocco Mediate,3.13,4,128,-0.50
2012,0,29221,Webb Simpson,3.03,4,132,E
2012,0,23135,Tim Clark,3.0,3,100,-0.33
2012,0,25892,Steve Wheatcroft,3.0,3,100,E
2012,0,23204,Gary Christian,2.94,5,170,-0.40
2012,0,6036,Scott Dunlap,2.94,3,102,-1.00
2012,0,30927,Brendon Todd,2.86,4,140,-0.25
2012,0,21878,Mark Wilson,2.86,4,140,-0.25
2012,0,20098,Stuart Appleby,2.82,4,142,-0.25
2012,0,29420,Billy Horschel,2.73,3,110,E
2012,0,1941,Tom Pernice Jr.,2.59,3,116,+0.33
2012,0,31202,William McGirt,2.22,4,180,-0.50
2012,0,24507,Jason Bohn,2.11,3,142,E
2012,0,28307,Matt Every,2.08,3,144,-0.67
2012,0,6034,Marco Dawson,1.85,2,108,-0.50
2012,0,19846,Brian Gay,1.72,3,174,+0.67
2012,0,10860,Justin Leonard,1.37,2,146,+0.50
2012,0,22961,David Mathis,1.33,2,150,-1.00
2012,0,21350,Ryuji Imada,1.32,2,152,-1.00
2012,0,23800,Bryce Molder,1.3,2,154,-0.50
2012,0,22621,Ben Curtis,0.96,1,104,E
2012,0,20623,Gavin Coles,0.76,1,132,E
2012,0,27060,John Mallinger,0.71,1,140,E
2012,0,6251,Chris DiMarco,0.63,1,158,E
2012,0,8075,Jerry Kelly,0.63,1,160,-1.00
2012,0,21753,Brian Davis,0.59,1,170,E
2012,0,30711,Colt Knost,0.0,0,150,E
2012,0,22348,Nick O'Hern,0.0,0,148,E
2012,0,22548,Patrick Sheehan,0.0,0,104,E
2012,0,22293,Heath Slocum,0.0,0,170,E
2011,0,27141,J.B. Holmes,50.98,52,102,-0.33
2011,0,31323,Gary Woodland,38.89,63,162,-0.40
2011,0,25804,Bubba Watson,37.31,50,134,-0.46
2011,0,24358,Robert Garrigus,37.01,57,154,-0.32
2011,0,30925,Dustin Johnson,33.9,40,118,-0.15
2011,0,27064,Jhonattan Vegas,29.49,46,156,-0.33
2011,0,25274,Steven Bowditch,28.05,46,164,-0.33
2011,0,25818,Scott Piercy,26.43,37,140,-0.46
2011,0,28089,Jason Day,23.77,29,122,-0.24
2011,0,30110,Kyle Stanley,23.26,40,172,-0.48
2011,0,20848,Ángel Cabrera,22.37,17,76,-0.35
2011,0,23497,Tag Ridings,21.6,35,162,-0.54
2011,0,24502,Adam Scott,21.43,21,98,-0.33
2011,0,34072,Will Strickler,21.28,20,94,-0.10
2011,0,30692,Scott Stallings,21.15,33,156,-0.30
2011,0,30946,Alex Prugh,19.87,31,156,-0.29
2011,0,31557,Jim Herman,19.67,24,122,-0.42
2011,0,27330,Josh Teater,19.39,38,196,-0.42
2011,0,33141,Keegan Bradley,18.39,32,174,-0.25
2011,0,27120,Troy Matteson,18.39,32,174,-0.31
2011,0,32102,Rickie Fowler,17.61,25,142,-0.36
2011,0,1706,Davis Love III,17.5,21,120,-0.29
2011,0,19970,Robert Karlsson,17.35,17,98,-0.12
2011,0,31401,Zack Miller,17.07,28,164,-0.43
2011,0,21805,Harrison Frazar,17.0,17,100,-0.18
2011,0,28486,Michael Putnam,16.95,20,118,E
2011,0,1810,Phil Mickelson,16.92,22,130,-0.18
2011,0,23409,James Driscoll,16.15,21,130,-0.38
2011,0,24980,Scott Gutschewski,16.1,19,118,-0.26
2011,0,12716,Charley Hoffman,15.85,26,164,-0.54
2011,0,27936,Martin Laird,15.44,21,136,-0.43
2011,0,23320,Ryan Palmer,15.44,21,136,-0.33
2011,0,23788,D.J. Trahan,15.38,28,182,-0.18
2011,0,21209,Sergio Garcia,15.31,15,98,E
2011,0,27095,Nick Watney,15.22,21,138,-0.52
2011,0,35087,Bio Kim,14.62,19,130,-0.47
2011,0,27933,John Merrick,14.29,18,126,-0.44
2011,0,9011,David Duval,13.85,18,130,-0.17
2011,0,26331,Charl Schwartzel,13.64,12,88,-0.33
2011,0,32698,Bobby Gates,13.51,20,148,-0.35
2011,0,27797,Derek Lamely,13.49,17,126,-0.24
2011,0,25632,Jimmy Walker,13.29,21,158,-0.38
2011,0,31193,Jim Renner,13.16,15,114,-0.33
2011,0,21961,Charles Howell III,13.0,26,200,-0.19
2011,0,28158,Steve Marino,12.86,18,140,-0.11
2011,0,20766,Padraig Harrington,12.75,13,102,-0.38
2011,0,24924,Bill Haas,12.5,20,160,-0.25
2011,0,6573,Brandt Jobe,12.5,23,184,-0.30
2011,0,11123,Chris Couch,12.33,18,146,-0.56
2011,0,34255,Joseph Bramlett,12.31,16,130,-0.25
2011,0,30926,Chris Kirk,12.07,21,174,-0.33
2011,0,28475,Jeff Overton,12.03,19,158,-0.42
2011,0,26300,Matt Jones,11.97,17,142,-0.35
2011,0,22371,Aaron Baddeley,11.94,16,134,-0.50
2011,0,27974,Sung Kang,11.82,13,110,-0.46
2011,0,30750,Tommy Gainey,11.5,23,200,-0.26
2011,0,24490,George McNeill,11.48,14,122,-0.29
2011,0,26851,Marc Leishman,11.45,19,166,-0.32
2011,0,25562,Andres Romero,11.33,17,150,-0.35
2011,0,33419,Cameron Tringale,11.32,24,212,-0.42
2011,0,26289,Boo Weekley,11.29,14,124,-0.50
2011,0,20229,Stewart Cink,11.21,13,116,-0.31
2011,0,32876,Martin Piller,11.02,13,118,-0.08
2011,0,22913,John Rollins,10.84,18,166,-0.17
2011,0,26287,Roland Thatcher,10.45,14,134,-0.50
2011,0,32366,Kevin Chappell,10.29,14,136,-0.07
2011,0,29910,Blake Adams,10.27,23,224,-0.26
2011,0,29720,Andres Gonzales,10.0,10,100,-0.10
2011,0,6567,Vijay Singh,9.74,15,154,+0.07
2011,0,24663,Y.E. Yang,9.57,9,94,-0.56
2011,0,27770,Camilo Villegas,9.17,11,120,-0.27
2011,0,31202,William McGirt,9.09,18,198,-0.11
2011,0,27939,Matt McQuillan,9.09,10,110,-0.10
2011,0,24140,Sean O'Hair,9.09,12,132,-0.25
2011,0,29221,Webb Simpson,8.89,16,180,-0.38
2011,0,25345,Carl Pettersson,8.79,16,182,-0.50
2011,0,26679,Kevin Stadler,8.75,14,160,-0.21
2011,0,20498,Briny Baird,8.65,9,104,-0.11
2011,0,20572,Rod Pampling,8.59,11,128,-0.73
2011,0,1116,Michael Bradley,8.57,12,140,-0.25
2011,0,28679,Fabián Gómez,8.55,13,152,E
2011,0,26476,Chez Reavie,8.52,15,176,-0.13
2011,0,25444,Justin Hicks,8.33,8,96,-0.13
2011,0,10585,Scott McCarron,8.2,10,122,-0.40
2011,0,24604,Hunter Haas,8.15,15,184,-0.47
