YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2012,0,24357,K.J. Choi,2.68,3,112,E
2012,0,22371,Aaron Baddeley,2.59,3,116,+1.67
2012,0,26851,Marc Leishman,2.56,4,156,E
2012,0,1116,Michael Bradley,2.54,3,118,E
2012,0,11123,Chris Couch,2.54,3,118,-0.33
2012,0,32366,Kevin Chappell,2.53,4,158,+0.25
2012,0,6251,Chris DiMarco,2.53,4,158,+0.50
2012,0,24140,Sean O'Hair,2.5,4,160,+0.25
2012,0,23204,Gary Christian,2.35,4,170,+0.25
2012,0,23718,Nathan Green,2.31,3,130,+1.33
2012,0,19846,Brian Gay,2.3,4,174,+0.50
2012,0,26596,Ryan Moore,2.3,4,174,+0.75
2012,0,24846,Ricky Barnes,2.27,4,176,+0.50
2012,0,29222,Billy Hurley III,2.27,3,132,E
2012,0,21731,Freddie Jacobson,2.27,2,88,E
2012,0,2206,David Toms,2.17,2,92,+1.00
2012,0,27895,Jonas Blixt,2.14,3,140,+1.00
2012,0,1320,Bob Estes,2.14,3,140,+0.33
2012,0,20766,Padraig Harrington,2.13,2,94,+1.00
2012,0,20104,Ken Duke,2.08,4,192,+0.25
2012,0,32150,Michael Thompson,2.08,3,144,+0.67
2012,0,27466,Spencer Levin,2.0,3,150,+0.67
2012,0,22961,David Mathis,2.0,3,150,+0.33
2012,0,23325,Vaughn Taylor,2.0,3,150,+0.33
2012,0,21350,Ryuji Imada,1.97,3,152,+0.67
2012,0,6036,Scott Dunlap,1.96,2,102,E
2012,0,21805,Harrison Frazar,1.92,2,104,+0.50
2012,0,8075,Jerry Kelly,1.88,3,160,E
2012,0,22405,Justin Rose,1.85,2,108,+0.50
2012,0,6527,Steve Stricker,1.85,2,108,-0.50
2012,0,27141,J.B. Holmes,1.83,3,164,+2.33
2012,0,26951,Johnson Wagner,1.83,3,164,-0.33
2012,0,33419,Cameron Tringale,1.79,3,168,+0.67
2012,0,21753,Brian Davis,1.76,3,170,+0.67
2012,0,22293,Heath Slocum,1.76,3,170,E
2012,0,12782,Tim Herron,1.74,3,172,E
2012,0,21961,Charles Howell III,1.74,3,172,+0.67
2012,0,31202,William McGirt,1.67,3,180,+1.00
2012,0,24604,Hunter Haas,1.64,2,122,+1.00
2012,0,34174,John Huh,1.61,3,186,+1.00
2012,0,27797,Derek Lamely,1.61,2,124,+0.50
2012,0,28259,Sangmoon Bae,1.59,2,126,+0.50
2012,0,28087,Kris Blanks,1.56,2,128,E
2012,0,1797,Rocco Mediate,1.56,2,128,E
2012,0,1810,Phil Mickelson,1.54,2,130,-0.50
2012,0,23542,Tommy Biershenk,1.52,2,132,-0.50
2012,0,33122,Russell Knox,1.52,2,132,E
2012,0,33120,Mark Anderson,1.45,2,138,+1.00
2012,0,23788,D.J. Trahan,1.45,2,138,+0.50
2012,0,21878,Mark Wilson,1.43,2,140,E
2012,0,33141,Keegan Bradley,1.39,2,144,E
2012,0,24494,Erik Compton,1.37,2,146,+1.00
2012,0,10860,Justin Leonard,1.37,2,146,+1.00
2012,0,8725,Tom Gillis,1.33,2,150,E
2012,0,30711,Colt Knost,1.33,2,150,+2.50
2012,0,24361,Pat Perez,1.33,2,150,E
2012,0,20848,Ángel Cabrera,1.32,1,76,+1.00
2012,0,30852,Ryo Ishikawa,1.32,1,76,+1.00
2012,0,24490,George McNeill,1.3,2,154,-0.50
2012,0,23800,Bryce Molder,1.3,2,154,E
2012,0,27770,Camilo Villegas,1.3,2,154,+1.00
2012,0,27933,John Merrick,1.27,2,158,E
2012,0,24138,Ian Poulter,1.25,1,80,E
2012,0,20396,Lee Westwood,1.25,1,80,E
2012,0,20160,Charlie Wi,1.25,2,160,-0.50
2012,0,24358,Robert Garrigus,1.23,2,162,+1.00
2012,0,23353,J.J. Henry,1.23,2,162,+1.00
2012,0,29476,Kyle Reifers,1.22,2,164,-0.50
2012,0,1724,Jeff Maggert,1.2,2,166,+1.00
2012,0,27214,Kevin Streelman,1.2,2,166,+1.00
2012,0,24502,Adam Scott,1.19,1,84,E
2012,0,21528,Henrik Stenson,1.16,1,86,+1.00
2012,0,21209,Sergio Garcia,1.14,1,88,E
2012,0,22582,Kyle Thompson,1.11,1,90,+2.00
2012,0,28500,Martin Flores,1.1,2,182,+1.00
2012,0,6004,Stephen Ames,1.09,1,92,E
2012,0,31558,J.J. Killeen,1.08,2,186,+1.00
2012,0,34099,Harris English,1.06,2,188,E
2012,0,26758,David Hearn,1.05,2,190,+0.50
2012,0,28475,Jeff Overton,1.05,2,190,E
2012,0,23983,Luke Donald,1.04,1,96,+1.00
2012,0,34021,Bud Cauley,1.03,2,194,-0.50
2012,0,24940,Edward Loar,0.98,1,102,+1.00
2012,0,22548,Patrick Sheehan,0.96,1,104,+1.00
2012,0,27302,Garth Mulroy,0.94,1,106,+1.00
2012,0,29420,Billy Horschel,0.91,1,110,E
2012,0,24925,Jonathan Byrd,0.89,1,112,+1.00
2012,0,25457,Alexandre Rocha,0.89,1,112,+2.00
2012,0,20229,Stewart Cink,0.88,1,114,E
2012,0,22046,Geoff Ogilvy,0.86,1,116,E
2012,0,29479,Scott Brown,0.85,1,118,-1.00
2012,0,29478,Kevin Kisner,0.82,1,122,+1.00
2012,0,22378,Trevor Immelman,0.78,1,128,E
2012,0,20645,John Senden,0.78,1,128,+1.00
2012,0,28093,Miguel Angel Carballo,0.77,1,130,+2.00
2012,0,29926,Danny Lee,0.76,1,132,E
2012,0,10809,Jim Furyk,0.74,1,136,+1.00
2012,0,27649,Brandt Snedeker,0.74,1,136,E
2012,0,27060,John Mallinger,0.71,1,140,E
2012,0,30927,Brendon Todd,0.71,1,140,E
2012,0,24507,Jason Bohn,0.7,1,142,-1.00
2012,0,29518,Brendan Steele,0.7,1,142,+2.00
2012,0,28307,Matt Every,0.69,1,144,+1.00
2012,0,21407,Arjun Atwal,0.68,1,146,+2.00
2012,0,26476,Chez Reavie,0.68,1,146,+1.00
2012,0,27436,Graham DeLaet,0.67,1,150,E
2012,0,27064,Jhonattan Vegas,0.67,1,150,+1.00
2012,0,23409,James Driscoll,0.65,1,154,+3.00
2012,0,26679,Kevin Stadler,0.65,1,154,-1.00
2012,0,24024,Zach Johnson,0.64,1,156,E
2012,0,12510,Chad Campbell,0.63,1,160,E
2012,0,20593,Greg Chalmers,0.63,1,158,E
2012,0,27095,Nick Watney,0.63,1,160,+1.00
2012,0,27963,Chris Stroud,0.6,1,168,+1.00
2012,0,6567,Vijay Singh,0.59,1,170,E
2012,0,12716,Charley Hoffman,0.58,1,172,+3.00
2012,0,20691,Greg Owen,0.58,1,172,E
2012,0,27330,Josh Teater,0.54,1,186,-1.00
2012,0,29910,Blake Adams,0.53,1,190,+1.00
2012,0,30750,Tommy Gainey,0.52,1,192,-1.00
2012,0,27644,Brian Harman,0.51,1,198,E
2012,0,10885,Robert Allenby,0.0,0,144,E
2012,0,32334,Charlie Beljan,0.0,0,106,E
2012,0,32200,Roberto Castro,0.0,0,168,E
2012,0,23135,Tim Clark,0.0,0,100,E
2012,0,28455,Will Claxton,0.0,0,190,E
2012,0,23541,Ben Crane,0.0,0,132,E
2012,0,1249,John Daly,0.0,0,76,E
2012,0,28089,Jason Day,0.0,0,96,E
2012,0,23638,Brendon de Jonge,0.0,0,214,E
2012,0,25686,Jason Dufner,0.0,0,132,E
2012,0,6522,Ernie Els,0.0,0,132,E
2012,0,32102,Rickie Fowler,0.0,0,138,E
2012,0,32698,Bobby Gates,0.0,0,166,E
2012,0,20574,Mathew Goggin,0.0,0,122,E
2012,0,24924,Bill Haas,0.0,0,128,E
2012,0,6573,Brandt Jobe,0.0,0,106,E
2012,0,30925,Dustin Johnson,0.0,0,114,E
2012,0,26300,Matt Jones,0.0,0,98,E
2012,0,19970,Robert Karlsson,0.0,0,84,E
2012,0,28308,Troy Kelly,0.0,0,120,E
2012,0,30926,Chris Kirk,0.0,0,178,E
2012,0,30944,Jason Kokrak,0.0,0,150,E
2012,0,23108,Matt Kuchar,0.0,0,136,E
2012,0,27936,Martin Laird,0.0,0,118,E
2012,0,35139,Richard Lee,0.0,0,130,E
2012,0,1706,Davis Love III,0.0,0,112,E
2012,0,23548,Bill Lunde,0.0,0,146,E
2012,0,24781,Hunter Mahan,0.0,0,136,E
2012,0,27120,Troy Matteson,0.0,0,180,E
2012,0,1766,Billy Mayfair,0.0,0,172,E
2012,0,25572,Graeme McDowell,0.0,0,76,E
2012,0,28237,Rory McIlroy,0.0,0,80,E
2012,0,29289,S.Y. Noh,0.0,0,186,E
2012,0,26329,Louis Oosthuizen,0.0,0,98,E
2012,0,23320,Ryan Palmer,0.0,0,154,E
2012,0,20572,Rod Pampling,0.0,0,152,E
2012,0,25345,Carl Pettersson,0.0,0,164,E
2012,0,25818,Scott Piercy,0.0,0,178,E
2012,0,27556,Ted Potter Jr.,0.0,0,134,E
2012,0,10213,Dicky Pride,0.0,0,108,E
2012,0,22913,John Rollins,0.0,0,150,E
2012,0,25562,Andres Romero,0.0,0,112,E
2012,0,26331,Charl Schwartzel,0.0,0,80,E
2012,0,29221,Webb Simpson,0.0,0,132,E
2012,0,30692,Scott Stallings,0.0,0,144,E
2012,0,30110,Kyle Stanley,0.0,0,148,E
2012,0,25834,Daniel Summerhays,0.0,0,154,E
2012,0,26287,Roland Thatcher,0.0,0,98,E
2012,0,23623,Bo Van Pelt,0.0,0,138,E
2012,0,25804,Bubba Watson,0.0,0,104,E
2012,0,26289,Boo Weekley,0.0,0,132,E
2012,0,31323,Gary Woodland,0.0,0,112,E
2011,0,22348,Nick O'Hern,5.42,9,166,+0.33
2011,0,25396,Kevin Na,5.13,8,156,+0.25
2011,0,10860,Justin Leonard,5.0,8,160,+0.63
2011,0,23718,Nathan Green,4.67,7,150,+0.14
2011,0,8537,J.P. Hayes,4.63,5,108,E
2011,0,24507,Jason Bohn,4.41,6,136,+0.33
2011,0,7457,Steve Flesch,4.17,7,168,+0.29
2011,0,29718,Anthony Kim,4.1,5,122,+0.80
2011,0,23673,Michael Connell,3.95,6,152,+1.00
2011,0,28620,Aron Price,3.85,4,104,+0.25
2011,0,6643,Paul Goydos,3.7,6,162,+0.33
2011,0,19846,Brian Gay,3.66,6,164,+0.17
2011,0,20070,Matt Bettencourt,3.57,6,168,+0.17
2011,0,10733,Kent Jones,3.52,5,142,+0.20
2011,0,20127,Chris Riley,3.47,5,144,+0.60
2011,0,25834,Daniel Summerhays,3.42,5,146,+0.80
2011,0,22378,Trevor Immelman,3.38,5,148,+0.40
2011,0,6251,Chris DiMarco,3.37,6,178,E
2011,0,10885,Robert Allenby,3.33,5,150,E
2011,0,6522,Ernie Els,3.28,4,122,E
2011,0,6567,Vijay Singh,3.25,5,154,+0.20
2011,0,12602,Dean Wilson,3.23,4,124,-0.50
2011,0,23108,Matt Kuchar,3.21,5,156,E
2011,0,24663,Y.E. Yang,3.19,3,94,+0.33
2011,0,26881,Jarrod Lyle,3.16,5,158,+0.40
2011,0,29478,Kevin Kisner,3.13,4,128,+0.50
2011,0,23800,Bryce Molder,3.13,5,160,-0.20
2011,0,24140,Sean O'Hair,3.03,4,132,+0.25
2011,0,21350,Ryuji Imada,3.01,5,166,-0.20
2011,0,1948,Tim Petrovic,3.01,5,166,+1.20
2011,0,20593,Greg Chalmers,2.98,5,168,-0.40
2011,0,20498,Briny Baird,2.88,3,104,+1.00
2011,0,20472,Alex Cejka,2.83,3,106,+0.67
2011,0,28087,Kris Blanks,2.78,5,180,+0.20
2011,0,6515,Shaun Micheel,2.74,4,146,+0.75
2011,0,25686,Jason Dufner,2.7,4,148,E
2011,0,25572,Graeme McDowell,2.56,2,78,E
2011,0,27963,Chris Stroud,2.38,4,168,E
2011,0,35087,Bio Kim,2.31,3,130,+0.33
2011,0,21407,Arjun Atwal,2.25,4,178,-0.25
2011,0,12652,Cameron Beckman,2.24,3,134,-0.33
2011,0,22405,Justin Rose,2.24,3,134,+0.33
2011,0,8375,Paul Stankowski,2.08,3,144,+0.33
2011,0,11123,Chris Couch,2.05,3,146,+0.33
2011,0,19970,Robert Karlsson,2.04,2,98,+1.00
2011,0,24502,Adam Scott,2.04,2,98,E
2011,0,30711,Colt Knost,2.03,3,148,E
2011,0,1313,Steve Elkington,2.0,2,100,+0.50
2011,0,25562,Andres Romero,2.0,3,150,+0.67
2011,0,26668,Marc Turnesa,2.0,2,100,+0.50
2011,0,10809,Jim Furyk,1.97,3,152,+0.33
2011,0,26951,Johnson Wagner,1.95,3,154,+0.33
2011,0,21753,Brian Davis,1.94,4,206,E
2011,0,30946,Alex Prugh,1.92,3,156,+1.00
2011,0,27466,Spencer Levin,1.9,4,210,E
2011,0,23614,Rich Beem,1.89,2,106,E
2011,0,1797,Rocco Mediate,1.89,2,106,+1.00
2011,0,26758,David Hearn,1.88,3,160,+0.67
2011,0,8725,Tom Gillis,1.82,2,110,E
2011,0,23983,Luke Donald,1.75,2,114,E
2011,0,26420,Richard Johnson,1.72,2,116,-0.50
2011,0,22046,Geoff Ogilvy,1.72,2,116,+0.50
2011,0,23353,J.J. Henry,1.7,3,176,E
2011,0,32876,Martin Piller,1.69,2,118,+0.50
2011,0,28486,Michael Putnam,1.69,2,118,+0.50
2011,0,23325,Vaughn Taylor,1.69,3,178,-0.33
2011,0,1766,Billy Mayfair,1.67,3,180,E
2011,0,33911,Nate Smith,1.67,2,120,+0.50
2011,0,27770,Camilo Villegas,1.67,2,120,-0.50
2011,0,25345,Carl Pettersson,1.65,3,182,E
2011,0,20098,Stuart Appleby,1.59,2,126,+0.50
2011,0,22621,Ben Curtis,1.56,2,128,E
2011,0,26596,Ryan Moore,1.54,2,130,E
2011,0,22371,Aaron Baddeley,1.49,2,134,+1.50
2011,0,27936,Martin Laird,1.47,2,136,+0.50
2011,0,20436,Garrett Willis,1.45,2,138,E
2011,0,24846,Ricky Barnes,1.43,2,140,+0.50
2011,0,33419,Cameron Tringale,1.42,3,212,-0.33
2011,0,32102,Rickie Fowler,1.41,2,142,+1.00
2011,0,26300,Matt Jones,1.41,2,142,+0.50
2011,0,23621,Rory Sabbatini,1.41,2,142,-0.50
2011,0,27649,Brandt Snedeker,1.33,2,150,-0.50
2011,0,21731,Freddie Jacobson,1.32,2,152,+0.50
2011,0,8075,Jerry Kelly,1.32,2,152,E
2011,0,24361,Pat Perez,1.32,2,152,E
2011,0,22961,David Mathis,1.3,2,154,+1.00
2011,0,28475,Jeff Overton,1.27,2,158,+1.50
2011,0,23497,Tag Ridings,1.23,2,162,+0.50
2011,0,31401,Zack Miller,1.22,2,164,+1.00
2011,0,22293,Heath Slocum,1.22,2,164,+0.50
2011,0,20160,Charlie Wi,1.2,2,166,+1.00
2011,0,20157,Retief Goosen,1.19,1,84,+1.00
2011,0,25240,D.A. Points,1.18,2,170,+1.00
2011,0,27120,Troy Matteson,1.15,2,174,+0.50
2011,0,29518,Brendan Steele,1.15,2,174,+0.50
2011,0,23548,Bill Lunde,1.14,2,176,+0.50
2011,0,12510,Chad Campbell,1.1,2,182,E
2011,0,24604,Hunter Haas,1.09,2,184,-0.50
2011,0,25444,Justin Hicks,1.04,1,96,+1.00
2011,0,21805,Harrison Frazar,1.0,1,100,E
2011,0,30750,Tommy Gainey,1.0,2,200,-0.50
2011,0,23638,Brendon de Jonge,0.99,2,202,E
2011,0,20766,Padraig Harrington,0.98,1,102,E
2011,0,7867,Woody Austin,0.94,1,106,-1.00
2011,0,27974,Sung Kang,0.91,1,110,E
2011,0,27939,Matt McQuillan,0.91,1,110,+1.00
2011,0,10505,Shane Bertsch,0.89,1,112,E
2011,0,6527,Steve Stricker,0.88,1,114,+1.00
2011,0,20229,Stewart Cink,0.86,1,116,E
2011,0,24980,Scott Gutschewski,0.85,1,118,+1.00
2011,0,28089,Jason Day,0.82,1,122,E
2011,0,10585,Scott McCarron,0.82,1,122,+1.00
2011,0,32640,Troy Merritt,0.82,1,122,+1.00
2011,0,26289,Boo Weekley,0.81,1,124,-1.00
2011,0,20572,Rod Pampling,0.78,1,128,+1.00
2011,0,6004,Stephen Ames,0.77,1,130,E
2011,0,34255,Joseph Bramlett,0.77,1,130,E
2011,0,24357,K.J. Choi,0.77,1,130,-1.00
2011,0,9011,David Duval,0.77,1,130,+1.00
2011,0,23541,Ben Crane,0.75,1,134,+1.00
2011,0,21949,Joe Ogilvie,0.75,1,134,E
2011,0,25804,Bubba Watson,0.75,1,134,-1.00
2011,0,32366,Kevin Chappell,0.74,1,136,E
2011,0,23320,Ryan Palmer,0.74,1,136,E
2011,0,2206,David Toms,0.74,1,136,+1.00
2011,0,6621,Joe Durant,0.72,1,138,+1.00
2011,0,1116,Michael Bradley,0.71,1,140,-1.00
2011,0,33413,Ben Martin,0.71,1,140,+2.00
2011,0,25818,Scott Piercy,0.71,1,140,+1.00
2011,0,32698,Bobby Gates,0.68,1,148,+2.00
2011,0,32150,Michael Thompson,0.68,1,146,-1.00
2011,0,28679,Fabián Gómez,0.66,1,152,E
2011,0,23623,Bo Van Pelt,0.64,1,156,+2.00
2011,0,27064,Jhonattan Vegas,0.64,1,156,+1.00
2011,0,26679,Kevin Stadler,0.63,1,160,+1.00
2011,0,25632,Jimmy Walker,0.63,1,158,E
2011,0,21878,Mark Wilson,0.63,1,158,E
2011,0,12782,Tim Herron,0.62,1,162,+1.00
2011,0,12716,Charley Hoffman,0.61,1,164,E
2011,0,27214,Kevin Streelman,0.61,1,164,E
2011,0,30110,Kyle Stanley,0.58,1,172,+1.00
2011,0,33141,Keegan Bradley,0.57,1,174,E
2011,0,30926,Chris Kirk,0.57,1,174,E
2011,0,26476,Chez Reavie,0.57,1,176,E
2011,0,20645,John Senden,0.56,1,180,E
2011,0,29221,Webb Simpson,0.56,1,180,E
2011,0,23788,D.J. Trahan,0.55,1,182,E
2011,0,6573,Brandt Jobe,0.54,1,184,-1.00
2011,0,27330,Josh Teater,0.51,1,196,+1.00
2011,0,21961,Charles Howell III,0.5,1,200,+1.00
2011,0,29910,Blake Adams,0.45,1,224,E
2011,0,25274,Steven Bowditch,0.0,0,164,E
2011,0,24290,D.J. Brigman,0.0,0,118,E
2011,0,24925,Jonathan Byrd,0.0,0,152,E
2011,0,20848,Ángel Cabrera,0.0,0,76,E
2011,0,23409,James Driscoll,0.0,0,130,E
2011,0,21209,Sergio Garcia,0.0,0,98,E
2011,0,24358,Robert Garrigus,0.0,0,154,E
2011,0,25900,Lucas Glover,0.0,0,128,E
2011,0,29720,Andres Gonzales,0.0,0,100,E
2011,0,24924,Bill Haas,0.0,0,160,E
2011,0,31557,Jim Herman,0.0,0,122,E
2011,0,27141,J.B. Holmes,0.0,0,102,E
2011,0,29420,Billy Horschel,0.0,0,138,E
2011,0,1577,Lee Janzen,0.0,0,112,E
2011,0,30925,Dustin Johnson,0.0,0,118,E
2011,0,24024,Zach Johnson,0.0,0,136,E
2011,0,27797,Derek Lamely,0.0,0,126,E
2011,0,26851,Marc Leishman,0.0,0,166,E
2011,0,1706,Davis Love III,0.0,0,120,E
2011,0,24781,Hunter Mahan,0.0,0,166,E
2011,0,28158,Steve Marino,0.0,0,140,E
2011,0,31202,William McGirt,0.0,0,198,E
2011,0,24490,George McNeill,0.0,0,122,E
2011,0,27933,John Merrick,0.0,0,126,E
2011,0,1810,Phil Mickelson,0.0,0,130,E
2011,0,24138,Ian Poulter,0.0,0,86,E
2011,0,31193,Jim Renner,0.0,0,114,E
2011,0,25457,Alexandre Rocha,0.0,0,106,E
2011,0,22913,John Rollins,0.0,0,166,E
2011,0,26331,Charl Schwartzel,0.0,0,88,E
2011,0,30692,Scott Stallings,0.0,0,156,E
2011,0,34072,Will Strickler,0.0,0,94,E
2011,0,26287,Roland Thatcher,0.0,0,134,E
2011,0,27095,Nick Watney,0.0,0,138,E
2011,0,31323,Gary Woodland,0.0,0,162,E
2010,0,10423,Mike Weir,10.64,10,94,+0.10
2010,0,7363,Craig Bowden,9.8,10,102,E
2010,0,1329,Brad Faxon,9.26,10,108,+0.10
2010,0,23135,Tim Clark,6.49,10,154,-0.10
2010,0,19846,Brian Gay,5.98,11,184,E
2010,0,23983,Luke Donald,5.17,6,116,+0.33
2010,0,25190,Jeff Quinney,5.17,9,174,-0.11
2010,0,21209,Sergio Garcia,5.0,4,80,E
2010,0,2239,Scott Verplank,4.92,6,122,+0.17
2010,0,20593,Greg Chalmers,4.84,9,186,+0.11
2010,0,6643,Paul Goydos,4.73,7,148,+0.14
2010,0,6514,Kevin Johnson,4.46,5,112,E
2010,0,22378,Trevor Immelman,4.44,4,90,E
2010,0,6012,Greg Kraft,4.35,4,92,+0.75
2010,0,7457,Steve Flesch,4.29,6,140,+0.50
2010,0,25396,Kevin Na,4.12,7,170,+0.14
2010,0,1161,Mark Calcavecchia,3.95,3,76,E
2010,0,29285,Brent Delahoussaye,3.92,4,102,+0.25
2010,0,26420,Richard Johnson,3.85,6,156,+0.33
2010,0,12755,Vance Veazey,3.85,4,104,+0.75
2010,0,25720,Chad Collins,3.8,6,158,+0.17
2010,0,10809,Jim Furyk,3.79,5,132,+0.20
2010,0,8385,Omar Uresti,3.68,5,136,E
2010,0,20160,Charlie Wi,3.68,7,190,+0.43
2010,0,8075,Jerry Kelly,3.53,6,170,+0.17
2010,0,20472,Alex Cejka,3.33,5,150,+0.60
2010,0,8537,J.P. Hayes,3.33,5,150,E
2010,0,27770,Camilo Villegas,3.33,4,120,+0.75
2010,0,9011,David Duval,3.28,4,122,+0.25
2010,0,32617,Jerod Turner,3.26,3,92,+0.67
2010,0,25364,Paul Casey,3.13,3,96,-0.33
2010,0,24227,Justin Bolli,3.06,3,98,E
2010,0,24507,Jason Bohn,3.05,5,164,-0.20
2010,0,22946,Henrik Bjornstad,3.03,4,132,E
2010,0,22293,Heath Slocum,3.01,5,166,E
2010,0,20127,Chris Riley,2.99,4,134,+0.75
2010,0,1116,Michael Bradley,2.74,4,146,E
2010,0,25686,Jason Dufner,2.6,4,154,+0.50
2010,0,1320,Bob Estes,2.6,4,154,+1.00
2010,0,20436,Garrett Willis,2.56,4,156,+0.75
2010,0,10860,Justin Leonard,2.5,4,160,+0.25
2010,0,23718,Nathan Green,2.44,4,164,+0.50
2010,0,23613,Rich Barcelo,2.42,3,124,+1.00
2010,0,20663,Brenden Pappas,2.42,3,124,+0.33
2010,0,28780,Nicholas Thompson,2.38,4,168,+0.25
2010,0,23325,Vaughn Taylor,2.3,4,174,E
2010,0,12510,Chad Campbell,2.25,4,178,+1.00
2010,0,1797,Rocco Mediate,2.24,3,134,+1.67
2010,0,10585,Scott McCarron,2.22,4,180,+0.25
2010,0,1724,Jeff Maggert,2.21,3,136,E
2010,0,12705,Cliff Kresge,2.17,2,92,+1.50
2010,0,20691,Greg Owen,2.17,3,138,E
2010,0,21949,Joe Ogilvie,2.15,4,186,E
2010,0,20098,Stuart Appleby,2.11,4,190,+0.75
2010,0,28500,Martin Flores,2.11,3,142,+1.67
2010,0,27060,John Mallinger,2.08,3,144,E
2010,0,22122,Andrew McLardy,2.08,2,96,+1.00
2010,0,12602,Dean Wilson,2.08,2,96,+1.00
2010,0,21753,Brian Davis,2.02,4,198,+0.25
2010,0,21961,Charles Howell III,2.02,4,198,E
2010,0,1619,Skip Kendall,2.0,2,100,-0.50
2010,0,25804,Bubba Watson,2.0,3,150,+0.33
2010,0,20105,Jeff Gove,1.96,2,102,+0.50
2010,0,26851,Marc Leishman,1.9,3,158,-0.67
2010,0,23800,Bryce Molder,1.88,3,160,-0.33
2010,0,26289,Boo Weekley,1.88,3,160,+0.33
2010,0,26951,Johnson Wagner,1.85,3,162,+1.00
2010,0,28087,Kris Blanks,1.81,3,166,+1.00
2010,0,27120,Troy Matteson,1.79,3,168,+0.33
2010,0,32640,Troy Merritt,1.79,3,168,-0.67
2010,0,26301,James Nitties,1.74,3,172,+0.67
2010,0,7867,Woody Austin,1.69,3,178,E
2010,0,6621,Joe Durant,1.64,2,122,E
2010,0,10885,Robert Allenby,1.61,2,124,E
2010,0,25900,Lucas Glover,1.61,2,124,E
2010,0,1941,Tom Pernice Jr.,1.61,2,124,+1.50
2010,0,25892,Steve Wheatcroft,1.61,2,124,E
2010,0,27613,David Lutterus,1.59,2,126,+1.50
2010,0,12652,Cameron Beckman,1.56,2,128,E
2010,0,1810,Phil Mickelson,1.56,2,128,+0.50
2010,0,8725,Tom Gillis,1.55,3,194,-0.33
2010,0,24357,K.J. Choi,1.47,2,136,-0.50
2010,0,27466,Spencer Levin,1.47,3,204,E
2010,0,1948,Tim Petrovic,1.46,3,206,+0.67
2010,0,28158,Steve Marino,1.45,2,138,-0.50
2010,0,6004,Stephen Ames,1.39,2,144,+1.00
2010,0,1706,Davis Love III,1.37,2,146,+1.00
2010,0,20850,Daniel Chopra,1.35,2,148,+1.00
2010,0,23541,Ben Crane,1.35,2,148,+0.50
2010,0,24781,Hunter Mahan,1.35,2,148,+0.50
2010,0,31560,Brian Stuard,1.33,2,150,E
2010,0,27095,Nick Watney,1.32,2,152,E
2010,0,2206,David Toms,1.3,2,154,E
2010,0,28089,Jason Day,1.28,2,156,+1.50
2010,0,26679,Kevin Stadler,1.28,2,156,+0.50
2010,0,27963,Chris Stroud,1.28,2,156,+1.00
2010,0,24024,Zach Johnson,1.27,2,158,E
2010,0,28475,Jeff Overton,1.23,2,162,+1.00
2010,0,23353,J.J. Henry,1.22,2,164,+0.50
2010,0,20498,Briny Baird,1.2,2,166,+0.50
2010,0,21731,Freddie Jacobson,1.2,2,166,E
2010,0,23108,Matt Kuchar,1.2,2,166,+0.50
2010,0,26695,Michael Letzig,1.19,2,168,+0.50
2010,0,27649,Brandt Snedeker,1.18,2,170,+0.50
2010,0,30946,Alex Prugh,1.16,2,172,+0.50
2010,0,25818,Scott Piercy,1.14,2,176,+1.50
2010,0,24846,Ricky Barnes,1.1,2,182,+1.00
2010,0,23788,D.J. Trahan,1.09,2,184,-1.00
2010,0,32102,Rickie Fowler,1.06,2,188,-0.50
2010,0,7749,Brett Quigley,1.05,2,190,+0.50
2010,0,20645,John Senden,1.05,2,190,+0.50
2010,0,20766,Padraig Harrington,1.04,1,96,+1.00
2010,0,27302,Garth Mulroy,1.02,1,98,E
2010,0,29221,Webb Simpson,1.02,2,196,+0.50
2010,0,27933,John Merrick,1.01,2,198,+0.50
2010,0,27330,Josh Teater,1.01,2,198,+0.50
2010,0,23638,Brendon de Jonge,0.98,2,204,+0.50
2010,0,20686,Jeev Milkha Singh,0.96,1,104,E
2010,0,28307,Matt Every,0.86,1,116,+1.00
2010,0,6515,Shaun Micheel,0.86,1,116,-1.00
2010,0,1945,Kenny Perry,0.86,1,116,-1.00
2010,0,26882,Michael Sim,0.85,1,118,+1.00
2010,0,6522,Ernie Els,0.83,1,120,E
2010,0,6527,Steve Stricker,0.83,1,120,+1.00
2010,0,11123,Chris Couch,0.76,1,132,E
2010,0,22056,Cameron Percy,0.76,1,132,E
2010,0,1313,Steve Elkington,0.74,1,136,E
2010,0,10425,Jay Williamson,0.74,1,136,E
2010,0,26596,Ryan Moore,0.72,1,138,E
2010,0,22621,Ben Curtis,0.71,1,140,+1.00
2010,0,30925,Dustin Johnson,0.71,1,140,E
2010,0,1766,Billy Mayfair,0.71,1,140,E
2010,0,23621,Rory Sabbatini,0.69,1,144,E
2010,0,26287,Roland Thatcher,0.69,1,144,E
2010,0,12714,Chris Tidland,0.68,1,146,E
2010,0,23548,Bill Lunde,0.67,1,150,E
2010,0,22405,Justin Rose,0.66,1,152,E
2010,0,1577,Lee Janzen,0.65,1,154,+1.00
2010,0,24490,George McNeill,0.65,1,154,+1.00
2010,0,22913,John Rollins,0.65,1,154,E
2010,0,25632,Jimmy Walker,0.64,1,156,-1.00
