YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
2016,165,-2,30163,Henrik Norlander,2.81,273,9700,0,
2016,166,-2,32876,Martin Piller,2.73,278,10200,0,2.0
2016,167,-2,35539,Luke Guthrie,2.69,234,8700,0,1.0
2016,168,-2,33410,Andrew Landry,2.62,217,8300,0,1.0
2016,169,-2,34261,Scott Langley,2.61,266,10200,0,
2016,169,-2,35891,Cameron Smith,2.61,304,11650,0,
2016,171,-2,24912,Will MacKenzie,2.6,317,12200,0,1.0
2016,171,-2,22046,Geoff Ogilvy,2.6,283,10900,0,1.0
2016,173,-2,23135,Tim Clark,2.59,86,3300,0,
2016,174,-2,6522,Ernie Els,2.49,273,11000,0,1.0
2016,174,-2,35732,Wes Roach,2.49,241,9700,0,
2016,176,-2,27747,Hiroshi Iwata,2.43,339,13950,0,1.0
2016,177,-2,24461,Thomas Aiken,2.42,268,11050,0,
2016,178,-2,28475,Jeff Overton,2.41,289,12000,0,1.0
2016,179,-2,27120,Troy Matteson,2.4,26,1100,0,
2016,180,-2,27770,Camilo Villegas,2.37,313,13200,0,
2016,181,-2,22892,Jason Gore,2.33,307,13200,0,
2016,181,-2,30946,Alex Prugh,2.33,133,5700,0,
2016,183,-2,29720,Andres Gonzales,2.29,307,13400,0,1.0
2016,184,-2,19846,Brian Gay,2.26,149,6600,0,1.0
2016,185,-2,34563,Chesson Hadley,2.25,293,13000,0,
2016,185,-2,20691,Greg Owen,2.25,319,14200,0,1.0
2016,187,-2,21878,Mark Wilson,2.2,225,10200,0,
2016,188,-2,27933,John Merrick,2.19,114,5200,0,
2016,189,-2,10505,Shane Bertsch,2.11,91,4300,0,
2016,190,-2,23638,Brendon de Jonge,2.1,304,14500,0,
2016,191,-2,25240,D.A. Points,2.04,167,8200,0,
2016,191,-2,28114,Dawie van der Walt,2.04,239,11700,0,
2016,193,-2,24494,Erik Compton,2.02,236,11700,0,
2016,194,-2,1706,Davis Love III,1.99,154,7750,0,
2016,195,-2,23788,D.J. Trahan,1.97,124,6300,0,1.0
2016,196,-2,28093,Miguel Angel Carballo,1.94,159,8200,0,1.0
2016,196,-2,25562,Andres Romero,1.94,120,6200,0,1.0
2016,198,-2,35451,Scott Pinckney,1.84,258,14000,0,
2016,199,-2,1116,Michael Bradley,1.83,62,3400,0,
2016,200,-2,30852,Ryo Ishikawa,1.82,55,3000,0,
2016,201,-2,6515,Shaun Micheel,1.75,28,1600,0,
2016,202,-2,37273,Derek Ernst,1.73,159,9200,0,
2016,203,-2,20848,Ángel Cabrera,1.7,187,11000,0,
2016,204,-2,45526,Abraham Ancer,1.69,147,8700,0,
2016,204,-2,33667,Carlos Ortiz,1.69,238,14100,0,
2016,206,-2,19825,Darren Clarke,1.67,39,2300,0,
2016,207,-2,22913,John Rollins,1.66,62,3700,0,
2016,208,-2,24781,Hunter Mahan,1.58,174,11050,0,
2016,209,-2,23048,Eric Axley,1.53,41,2700,0,
2016,210,-2,23621,Rory Sabbatini,1.52,143,9400,0,
2016,211,-2,1766,Billy Mayfair,1.47,40,2700,0,
2016,211,-2,26668,Marc Turnesa,1.47,62,4200,0,
2016,213,-2,20572,Rod Pampling,1.44,122,8500,0,
2016,214,-2,1381,Fred Funk,1.42,26,1800,0,
2016,215,-2,25274,Steven Bowditch,1.41,192,13550,0,1.0
2016,216,-2,20160,Charlie Wi,1.37,26,1900,0,
2016,217,-2,23353,J.J. Henry,1.35,162,12000,0,
2016,218,-2,8725,Tom Gillis,1.33,72,5400,0,
2016,219,-2,28307,Matt Every,1.3,112,8600,0,
2016,219,-2,32888,Lucas Lee,1.3,93,7200,0,
2016,221,-2,32618,Rhein Gibson,1.23,113,9200,0,
2016,222,-2,24490,George McNeill,1.2,134,11200,0,
2016,223,-2,21959,Ted Purdy,1.03,38,3700,0,
2016,224,-2,28092,D.H. Lee,1.02,104,10200,0,
2016,225,-2,28486,Michael Putnam,0.95,30,3100,0,
2016,226,-2,22621,Ben Curtis,0.92,22,2400,0,
2016,227,-2,12652,Cameron Beckman,0.87,45,5200,0,
2016,228,-2,10213,Dicky Pride,0.86,84,9800,0,
2016,229,-2,21407,Arjun Atwal,0.79,21,2600,0,
2016,229,-2,7457,Steve Flesch,0.79,19,2400,0,
2016,231,-2,23623,Bo Van Pelt,0.78,18,2300,0,
2016,232,-2,11032,Frank Lickliter II,0.76,28,3700,0,
2016,233,-2,24361,Pat Perez,0.62,34,5500,0,
2016,234,-2,10733,Kent Jones,0.6,3,500,0,
2016,235,-2,1887,Mark O'Meara,0.58,7,1200,0,
2016,235,-2,22295,Darron Stiles,0.58,44,7700,0,
2016,237,-2,21753,Brian Davis,0.56,23,4100,0,
2016,238,-2,8385,Omar Uresti,0.5,10,1900,0,
2016,239,-2,25345,Carl Pettersson,0.45,48,10700,0,
2016,240,-2,30927,Brendon Todd,0.43,60,13800,0,
2016,241,-2,6034,Marco Dawson,0.29,2,600,0,
2016,242,-2,26881,Jarrod Lyle,0.22,10,4400,0,
2016,243,-2,23614,Rich Beem,0.15,1,600,0,
2016,243,-2,22378,Trevor Immelman,0.15,7,5000,0,
2016,245,-2,20433,Mark Hensby,0.09,2,2100,0,
2016,246,-2,10885,Robert Allenby,0.08,9,10900,0,
2016,247,-2,30750,Tommy Gainey,0.06,1,1600,0,
2016,247,-2,35541,John Peterson,0.06,1,1500,0,
2016,247,-2,1948,Tim Petrovic,0.06,2,2900,0,
2016,250,-2,20070,Matt Bettencourt,0.04,1,1900,0,
2016,251,-2,32334,Charlie Beljan,0.01,1,6100,0,
2015,1,0,34046,Jordan Spieth,37.22,4169,11200,4,14.0
2015,2,0,28237,Rory McIlroy,31.35,1567,5000,2,6.0
2015,3,0,25804,Bubba Watson,29.35,2407,8200,2,7.0
2015,4,0,28089,Jason Day,28.42,2459,8650,3,8.0
2015,5,0,22405,Justin Rose,20.02,1742,8700,1,7.0
2015,6,0,25632,Jimmy Walker,18.83,2014,10700,2,6.0
2015,7,0,30925,Dustin Johnson,18.78,1718,9150,1,8.0
2015,8,0,32102,Rickie Fowler,16.28,1498,9200,1,5.0
2015,9,0,10809,Jim Furyk,16.2,1401,8650,1,6.0
2015,10,0,36689,Brooks Koepka,15.22,1544,10150,1,8.0
2015,11,0,21528,Henrik Stenson,14.21,952,6700,0,4.0
2015,12,0,24024,Zach Johnson,13.98,1559,11150,1,8.0
2015,13,0,21209,Sergio Garcia,13.64,1051,7700,0,4.0
2015,14,0,27141,J.B. Holmes,13.25,1484,11200,1,5.0
2015,15,0,34360,Patrick Reed,13.06,1593,12200,1,3.0
2015,16,0,25364,Paul Casey,13.05,1389,10650,0,7.0
2015,17,0,34431,Robert Streb,12.84,1720,13400,1,9.0
2015,18,0,27649,Brandt Snedeker,12.6,1537,12200,1,8.0
2015,19,0,32839,Hideki Matsuyama,12.27,1374,11200,0,8.0
2015,20,0,12716,Charley Hoffman,12.15,1512,12450,1,6.0
2015,21,0,26329,Louis Oosthuizen,11.82,1088,9200,0,6.0
2015,22,0,30926,Chris Kirk,11.51,1087,9450,1,3.0
2015,23,0,24924,Bill Haas,11.44,1281,11200,1,5.0
2015,24,0,26596,Ryan Moore,10.79,1208,11200,1,4.0
2015,25,0,29478,Kevin Kisner,10.69,1416,13250,0,6.0
2015,26,0,23108,Matt Kuchar,10.43,1164,11150,0,5.0
2015,27,0,34409,David Lingmerth,10.23,1305,12750,1,4.0
2015,28,0,1810,Phil Mickelson,9.87,849,8600,0,3.0
2015,29,0,33413,Ben Martin,9.82,1217,12400,1,5.0
2015,30,0,29926,Danny Lee,9.61,1561,16250,1,7.0
2015,31,0,25818,Scott Piercy,9.55,1127,11800,1,4.0
2015,32,0,29221,Webb Simpson,9.39,953,10150,0,5.0
2015,33,0,31323,Gary Woodland,9.34,1037,11100,0,4.0
2015,34,0,34265,Will Wilcox,9.02,649,7200,0,4.0
2015,35,0,25274,Steven Bowditch,8.97,1287,14350,1,2.0
2015,36,0,24138,Ian Poulter,8.93,777,8700,0,4.0
2015,37,0,34098,Russell Henley,8.81,986,11200,0,4.0
2015,38,0,25396,Kevin Na,8.7,1062,12200,0,6.0
2015,39,0,29518,Brendan Steele,8.69,895,10300,0,4.0
2015,40,0,24507,Jason Bohn,8.64,1037,12000,0,5.0
2015,41,0,33418,Shawn Stefani,8.58,987,11500,0,3.0
2015,42,0,23135,Tim Clark,8.08,481,5950,0,1.0
2015,43,0,1706,Davis Love III,8.01,649,8100,1,2.0
2015,43,0,23320,Ryan Palmer,8.01,817,10200,0,4.0
2015,45,0,32448,James Hahn,7.94,1012,12750,1,2.0
2015,46,0,26851,Marc Leishman,7.73,854,11050,0,4.0
2015,47,0,28259,Sangmoon Bae,7.65,1025,13400,1,4.0
2015,48,0,24502,Adam Scott,7.59,585,7700,0,3.0
2015,49,0,33448,Justin Thomas,7.46,1007,13500,0,7.0
2015,50,0,26289,Boo Weekley,7.32,776,10600,0,6.0
2015,51,0,34099,Harris English,7.25,932,12850,0,3.0
2015,51,0,33122,Russell Knox,7.25,914,12600,0,3.0
2015,53,0,26300,Matt Jones,7.2,821,11400,0,3.0
2015,54,0,32640,Troy Merritt,7.12,930,13050,1,3.0
2015,55,0,28679,Fabián Gómez,7.08,797,11250,1,2.0
2015,56,0,24361,Pat Perez,7.05,825,11700,0,2.0
2015,57,0,29725,Tony Finau,7.04,985,14000,0,5.0
2015,58,0,20691,Greg Owen,6.99,608,8700,0,2.0
2015,59,0,23325,Vaughn Taylor,6.94,361,5200,0,2.0
2015,60,0,20396,Lee Westwood,6.88,530,7700,0,1.0
2015,61,0,29420,Billy Horschel,6.84,903,13200,0,2.0
2015,62,0,33141,Keegan Bradley,6.77,759,11200,0,3.0
2015,62,0,27095,Nick Watney,6.77,847,12500,0,3.0
2015,64,0,25198,Francesco Molinari,6.64,558,8400,0,2.0
2015,65,0,40026,Daniel Berger,6.61,899,13600,0,5.0
2015,65,0,1381,Fred Funk,6.61,66,1000,0,1.0
2015,67,0,20433,Mark Hensby,6.56,53,800,0,1.0
2015,68,0,30927,Brendon Todd,6.54,831,12700,0,4.0
2015,69,0,26758,David Hearn,6.5,890,13700,0,4.0
2015,70,0,23638,Brendon de Jonge,6.37,892,14000,0,3.0
2015,71,0,24140,Sean O'Hair,6.25,719,11500,0,2.0
2015,71,0,33419,Cameron Tringale,6.25,816,13050,0,2.0
2015,73,0,8075,Jerry Kelly,6.19,632,10200,0,3.0
2015,74,0,23621,Rory Sabbatini,6.06,678,11200,0,4.0
2015,75,0,27214,Kevin Streelman,6.04,771,12750,0,2.0
2015,76,0,26331,Charl Schwartzel,6.02,584,9700,0,3.0
2015,77,0,20766,Padraig Harrington,5.95,610,10250,1,1.0
2015,78,0,24490,George McNeill,5.81,715,12300,0,1.0
2015,79,0,24912,Will MacKenzie,5.79,458,7900,0,3.0
2015,80,0,24781,Hunter Mahan,5.78,648,11200,0,3.0
2015,81,0,27936,Martin Laird,5.76,628,10900,0,3.0
2015,82,0,28307,Matt Every,5.75,727,12650,1,1.0
2015,83,0,27408,Martin Kaymer,5.63,406,7200,0,1.0
2015,84,0,26951,Johnson Wagner,5.56,551,9900,0,3.0
2015,85,0,25834,Daniel Summerhays,5.54,720,13000,0,3.0
2015,86,0,20472,Alex Cejka,5.52,739,13400,1,1.0
2015,87,0,25686,Jason Dufner,5.38,546,10150,0,2.0
2015,88,0,35451,Scott Pinckney,5.33,645,12100,0,3.0
2015,89,0,23800,Bryce Molder,5.31,595,11200,0,2.0
2015,90,0,20645,John Senden,5.23,610,11650,0,3.0
2015,91,0,27644,Brian Harman,5.21,704,13500,0,3.0
2015,92,0,25369,Jamie Donaldson,5.13,447,8700,0,2.0
2015,93,0,32366,Kevin Chappell,5.1,602,11800,0,2.0
2015,94,0,8725,Tom Gillis,5.08,391,7700,0,1.0
2015,95,0,27436,Graham DeLaet,5.07,545,10750,0,3.0
2015,95,0,35541,John Peterson,5.07,588,11600,0,
2015,97,0,29479,Scott Brown,5.04,690,13700,0,3.0
2015,97,0,23983,Luke Donald,5.04,484,9600,0,2.0
2015,97,0,22892,Jason Gore,5.04,564,11200,0,2.0
2015,100,0,21961,Charles Howell III,5.01,692,13800,0,3.0
2015,101,0,33461,Morgan Hoffmann,4.99,627,12550,0,2.0
2015,102,0,31557,Jim Herman,4.96,610,12300,0,2.0
2015,103,0,12510,Chad Campbell,4.93,670,13600,0,2.0
2015,104,0,31202,William McGirt,4.87,652,13400,0,1.0
2015,105,0,30711,Colt Knost,4.8,628,13100,0,4.0
2015,106,0,25345,Carl Pettersson,4.79,723,15100,0,3.0
2015,107,0,30944,Jason Kokrak,4.76,614,12900,0,2.0
2015,108,0,23353,J.J. Henry,4.66,620,13300,1,1.0
2015,109,0,30692,Scott Stallings,4.63,447,9650,0,1.0
2015,110,0,25720,Chad Collins,4.54,504,11100,0,1.0
2015,110,0,34563,Chesson Hadley,4.54,626,13800,0,3.0
2015,112,0,6527,Steve Stricker,4.53,218,4800,0,
2015,113,0,29476,Kyle Reifers,4.5,626,13900,0,2.0
2015,114,0,22046,Geoff Ogilvy,4.46,350,7850,0,1.0
2015,115,0,20229,Stewart Cink,4.41,494,11200,0,1.0
2015,116,0,6567,Vijay Singh,4.34,490,11300,0,1.0
2015,117,0,6004,Stephen Ames,4.25,13,300,0,
2015,118,0,34262,Jon Curran,4.19,540,12900,0,5.0
2015,119,0,33399,Adam Hadwin,4.17,584,14000,0,3.0
2015,120,0,29720,Andres Gonzales,4.12,531,12900,0,3.0
2015,120,0,20157,Retief Goosen,4.12,519,12600,0,3.0
2015,122,0,25892,Steve Wheatcroft,4.09,536,13100,0,2.0
2015,123,0,2246,Duffy Waldorf,4.08,25,600,0,
2015,124,0,34264,Hudson Swafford,4.07,554,13600,0,1.0
2015,125,0,25493,Nick Taylor,4.06,549,13500,1,1.0
2015,126,0,29289,S.Y. Noh,4.04,432,10700,0,1.0
2015,127,0,27963,Chris Stroud,4.02,531,13200,0,2.0
2015,128,0,21878,Mark Wilson,4.01,497,12400,0,3.0
2015,129,0,1887,Mark O'Meara,3.94,47,1200,0,
2015,130,0,20436,Garrett Willis,3.92,12,300,0,
2015,131,0,25572,Graeme McDowell,3.9,320,8200,0,1.0
2015,132,0,2206,David Toms,3.87,383,9900,0,2.0
2015,133,0,34174,John Huh,3.84,565,14700,0,
2015,134,0,24357,K.J. Choi,3.81,358,9400,0,
2015,135,0,33667,Carlos Ortiz,3.79,515,13600,0,1.0
2015,136,0,21731,Freddie Jacobson,3.77,268,7100,0,1.0
2015,137,0,27895,Jonas Blixt,3.72,471,12650,0,1.0
2015,138,0,30110,Kyle Stanley,3.7,200,5400,0,
2015,139,0,37454,Whee Kim,3.68,393,10700,0,2.0
2015,140,0,40058,Zac Blair,3.66,538,14700,0,1.0
2015,141,0,27770,Camilo Villegas,3.61,467,12950,0,
2015,142,0,35532,Tom Hoge,3.59,441,12300,0,2.0
2015,143,0,8793,Tiger Woods,3.58,215,6000,0,1.0
2015,144,0,20104,Ken Duke,3.55,493,13900,0,3.0
2015,145,0,27466,Spencer Levin,3.54,496,14000,0,1.0
2015,146,0,30852,Ryo Ishikawa,3.5,458,13100,0,2.0
2015,147,0,24494,Erik Compton,3.46,471,13600,0,1.0
2015,148,0,2106,Chris Smith,3.45,128,3700,0,1.0
2015,149,0,30946,Alex Prugh,3.36,433,12900,0,2.0
2015,150,0,34130,Sung Joon Park,3.35,426,12700,0,1.0
2015,151,0,34261,Scott Langley,3.32,448,13500,0,
2015,152,0,22056,Cameron Percy,3.31,361,10900,0,1.0
2015,153,0,24925,Jonathan Byrd,3.29,335,10200,0,
2015,154,0,28475,Jeff Overton,3.23,458,14200,0,1.0
2015,155,0,29223,Sam Saunders,3.11,413,13300,0,1.0
2015,156,0,33204,Shane Lowry,3.08,222,7200,0,2.0
2015,157,0,20572,Rod Pampling,3.06,138,4500,0,1.0
2015,158,0,35545,Blayne Barber,3.04,380,12500,0,4.0
2015,158,0,29222,Billy Hurley III,3.04,420,13800,0,1.0
2015,160,0,28780,Nicholas Thompson,3.01,442,14700,0,1.0
2015,161,0,31560,Brian Stuard,2.94,447,15200,0,1.0
2015,162,0,20593,Greg Chalmers,2.93,242,8250,0,
2015,163,0,28486,Michael Putnam,2.91,407,14000,0,
2015,163,0,32150,Michael Thompson,2.91,378,13000,0,1.0
2015,165,0,25900,Lucas Glover,2.9,375,12900,0,
2015,166,0,20098,Stuart Appleby,2.87,100,3500,0,
2015,166,0,24663,Y.E. Yang,2.87,49,1700,0,
2015,168,0,29535,Brice Garnett,2.85,398,14000,0,1.0
2015,169,0,26476,Chez Reavie,2.82,268,9500,0,
2015,170,0,32334,Charlie Beljan,2.8,369,13200,0,1.0
2015,171,0,35539,Luke Guthrie,2.79,373,13400,0,1.0
2015,172,0,22371,Aaron Baddeley,2.75,336,12200,0,1.0
2015,173,0,25562,Andres Romero,2.69,312,11600,0,2.0
2015,174,0,24846,Ricky Barnes,2.67,347,13000,0,1.0
2015,175,0,27064,Jhonattan Vegas,2.64,353,13400,0,
2015,176,0,1948,Tim Petrovic,2.63,123,4700,0,1.0
2015,177,0,28339,Victor Dubuisson,2.58,145,5600,0,
2015,178,0,21753,Brian Davis,2.54,387,15200,0,2.0
2015,179,0,27933,John Merrick,2.45,311,12700,0,
2015,180,0,6522,Ernie Els,2.43,233,9550,0,
2015,181,0,28500,Martin Flores,2.41,345,14300,0,
2015,182,0,23623,Bo Van Pelt,2.4,322,13400,0,2.0
2015,183,0,36801,Mark Hubbard,2.34,274,11700,0,
2015,184,0,1945,Kenny Perry,2.33,105,4500,0,
2015,185,0,32200,Roberto Castro,2.28,167,7300,0,
2015,186,0,21407,Arjun Atwal,2.2,64,2900,0,
2015,187,0,27796,Joe Affrunti,2.15,39,1800,0,
2015,187,0,7457,Steve Flesch,2.15,58,2700,0,1.0
2015,187,0,39977,Max Homa,2.15,278,12900,0,1.0
2015,190,0,20848,Ángel Cabrera,2.13,208,9800,0,
2015,191,0,20771,Steven Alker,2.12,216,10200,0,
2015,192,0,10733,Kent Jones,2.08,13,600,0,
2015,192,0,20127,Chris Riley,2.08,13,600,0,
2015,194,0,37273,Derek Ernst,2.05,250,12200,0,
2015,194,0,31416,Derek Fathauer,2.05,263,12800,0,1.0
2015,196,0,25191,Gonzalo Fernandez-Castaño,2.01,272,13500,0,
2015,196,0,27330,Josh Teater,2.01,94,4700,0,
2015,198,0,25240,D.A. Points,1.95,244,12500,0,
2015,198,0,22913,John Rollins,1.95,121,6200,0,1.0
2015,200,0,8931,Glen Day,1.91,61,3200,0,
2015,201,0,29425,Andrew Svoboda,1.86,266,14300,0,1.0
2015,202,0,24358,Robert Garrigus,1.85,226,12200,0,
2015,203,0,34358,Jonathan Randolph,1.79,209,11700,0,
2015,204,0,30736,Oscar Fraustro,1.77,171,9700,0,1.0
2015,205,0,34256,Andrew Putnam,1.76,192,10900,0,
2015,206,0,1577,Lee Janzen,1.69,29,1700,0,
2015,207,0,10860,Justin Leonard,1.68,188,11200,0,
2015,207,0,35300,Andrew Loupe,1.68,112,6700,0,1.0
2015,209,0,23541,Ben Crane,1.65,182,11000,0,
2015,210,0,10213,Dicky Pride,1.63,31,1900,0,
2015,211,0,23788,D.J. Trahan,1.61,31,1900,0,
2015,212,0,19803,Ryan Armour,1.59,123,7700,0,
2015,213,0,23048,Eric Axley,1.57,152,9700,0,
2015,213,0,1116,Michael Bradley,1.57,22,1400,0,
2015,215,0,26679,Kevin Stadler,1.55,41,2650,0,
2015,216,0,28132,Tyrone Van Aswegen,1.54,142,9200,0,
2015,217,0,20070,Matt Bettencourt,1.49,48,3200,0,
2015,218,0,30750,Tommy Gainey,1.45,57,3900,0,
2015,219,0,23548,Bill Lunde,1.43,117,8200,0,
2015,220,0,10885,Robert Allenby,1.36,169,12400,0,1.0
2015,221,0,25349,Tim Wilkinson,1.33,183,13700,0,
2015,222,0,26881,Jarrod Lyle,1.32,63,4800,0,
2015,223,0,12652,Cameron Beckman,1.23,40,3200,0,
2015,223,0,1249,John Daly,1.23,57,4600,0,1.0
2015,223,0,9011,David Duval,1.23,31,2500,0,
2015,223,0,6515,Shaun Micheel,1.23,25,2000,0,
2015,227,0,1766,Billy Mayfair,1.19,26,2200,0,
2015,228,0,20160,Charlie Wi,1.18,44,3700,0,
2015,229,0,27120,Troy Matteson,1.15,43,3700,0,
2015,230,0,29910,Blake Adams,1.14,74,6500,0,
2015,231,0,28308,Troy Kelly,1.13,50,4400,0,
2015,232,0,33486,Roger Sloan,1.12,103,9200,0,
2015,233,0,24449,Parker McLachlin,1.08,7,600,0,
2015,234,0,28023,Byron Smith,0.99,96,9700,0,
2015,235,0,20850,Daniel Chopra,0.89,17,1900,0,
2015,236,0,22378,Trevor Immelman,0.86,76,8800,0,
2015,237,0,33449,Zack Sucher,0.85,70,8200,0,
2015,238,0,22621,Ben Curtis,0.76,51,6700,0,
2015,239,0,31289,Benjamín Alvarado,0.72,26,3600,0,
2015,240,0,6214,Guy Boros,0.71,4,600,0,
2015,241,0,34087,Carlos Sainz Jr,0.64,59,9200,0,1.0
2015,242,0,25444,Justin Hicks,0.61,41,6600,0,
2015,242,0,22293,Heath Slocum,0.61,62,10200,0,
2015,244,0,6575,Dudley Hart,0.55,22,4000,0,
2015,245,0,7867,Woody Austin,0.54,29,5300,0,
2015,246,0,10423,Mike Weir,0.53,48,9100,0,
2015,247,0,31193,Jim Renner,0.5,63,12700,0,
2015,248,0,21959,Ted Purdy,0.44,4,900,0,
2015,249,0,21805,Harrison Frazar,0.34,12,3500,0,
2015,250,0,24459,Richard Sterne,0.33,29,8800,0,
2015,250,0,2239,Scott Verplank,0.33,21,6300,0,
2015,252,0,10585,Scott McCarron,0.29,9,2900,0,
2015,253,0,1761,Len Mattiace,0.22,5,2400,0,
2015,254,0,35450,Patrick Cantlay,0.18,1,500,0,
2015,255,0,1707,Steve Lowery,0.1,1,900,0,
2015,256,0,6573,Brandt Jobe,0.08,2,2400,0,
2015,257,0,2256,Tom Watson,0.06,1,1700,0,
2015,258,0,1666,Bernhard Langer,0.05,1,1800,0,
2015,259,0,12782,Tim Herron,0.03,1,2900,0,
2014,1,0,28237,Rory McIlroy,35.87,2582,7200,3,9.0
2014,2,0,25804,Bubba Watson,23.62,2173,9200,2,7.0
2014,3,0,21209,Sergio Garcia,23.61,1700,7200,0,8.0
2014,4,0,24502,Adam Scott,20.84,1479,7100,1,8.0
2014,5,0,25632,Jimmy Walker,20.43,2493,12200,3,9.0
2014,6,0,10809,Jim Furyk,20.23,1851,9150,0,8.0
2014,7,0,30925,Dustin Johnson,19.54,1769,9050,1,7.0
2014,8,0,27408,Martin Kaymer,18.6,1525,8200,2,3.0
2014,9,0,23108,Matt Kuchar,18.21,1921,10550,1,10.0
2014,10,0,28089,Jason Day,17.13,1028,6000,1,3.0
2014,11,0,22405,Justin Rose,16.63,1447,8700,1,7.0
2014,12,0,34046,Jordan Spieth,13.87,1692,12200,0,7.0
2014,13,0,29221,Webb Simpson,13.77,1536,11150,1,8.0
2014,14,0,1666,Bernhard Langer,13.36,80,600,0,1.0
2014,15,0,24024,Zach Johnson,13.32,1552,11650,1,5.0
2014,16,0,34360,Patrick Reed,13.17,1666,12650,2,3.0
2014,17,0,26596,Ryan Moore,12.76,1429,11200,1,7.0
2014,18,0,32102,Rickie Fowler,12.58,1471,11700,0,7.0
2014,19,0,30926,Chris Kirk,12.42,1571,12650,1,3.0
2014,20,0,32839,Hideki Matsuyama,12.03,1287,10700,1,4.0
2014,21,0,30927,Brendon Todd,12.0,1542,12850,1,7.0
2014,22,0,25396,Kevin Na,11.83,1413,11950,0,5.0
2014,23,0,25572,Graeme McDowell,11.57,948,8200,0,8.0
2014,24,0,34099,Harris English,11.17,1469,13150,1,7.0
2014,25,0,23320,Ryan Palmer,10.79,1068,9900,0,6.0
2014,26,0,21528,Henrik Stenson,10.74,720,6700,0,3.0
2014,27,0,33141,Keegan Bradley,10.48,1278,12200,0,6.0
2014,28,0,28307,Matt Every,10.37,1250,12050,1,6.0
2014,29,0,26851,Marc Leishman,10.34,1137,11000,0,6.0
2014,30,0,24924,Bill Haas,9.98,1268,12700,0,4.0
2014,31,0,27436,Graham DeLaet,9.93,1113,11200,0,7.0
2014,32,0,26331,Charl Schwartzel,9.6,783,8150,0,5.0
2014,32,0,20645,John Senden,9.6,1157,12050,1,4.0
2014,34,0,1810,Phil Mickelson,9.55,921,9650,0,1.0
2014,35,0,31323,Gary Woodland,9.5,1059,11150,0,4.0
2014,36,0,27141,J.B. Holmes,9.2,1007,10950,1,2.0
2014,37,0,23135,Tim Clark,9.15,1111,12150,1,3.0
2014,38,0,27644,Brian Harman,9.08,1349,14850,1,6.0
2014,38,0,12716,Charley Hoffman,9.08,1026,11300,0,5.0
2014,38,0,24490,George McNeill,9.08,962,10600,0,4.0
2014,41,0,23983,Luke Donald,9.06,743,8200,0,3.0
2014,42,0,26679,Kevin Stadler,8.79,1067,12150,1,3.0
2014,43,0,27214,Kevin Streelman,8.68,972,11200,1,2.0
2014,44,0,25686,Jason Dufner,8.67,798,9200,0,4.0
2014,45,0,6527,Steve Stricker,8.58,519,6050,0,2.0
2014,46,0,26300,Matt Jones,8.54,970,11350,1,1.0
2014,47,0,33418,Shawn Stefani,8.2,640,7800,0,2.0
2014,48,0,21731,Freddie Jacobson,8.02,987,12300,0,4.0
2014,49,0,24138,Ian Poulter,8.01,657,8200,0,2.0
2014,50,0,21961,Charles Howell III,7.89,1042,13200,0,6.0
2014,51,0,24357,K.J. Choi,7.83,814,10400,0,2.0
2014,52,0,29289,S.Y. Noh,7.82,950,12150,1,2.0
2014,53,0,20848,Ángel Cabrera,7.65,807,10550,1,1.0
2014,53,0,8075,Jerry Kelly,7.65,765,10000,0,4.0
2014,53,0,27770,Camilo Villegas,7.65,1002,13100,1,1.0
2014,56,0,33122,Russell Knox,7.56,885,11700,0,3.0
2014,57,0,24912,Will MacKenzie,7.54,920,12200,0,5.0
2014,58,0,27963,Chris Stroud,7.51,834,11100,0,4.0
2014,59,0,30944,Jason Kokrak,7.26,632,8700,0,2.0
2014,60,0,1320,Bob Estes,7.25,73,1000,0,1.0
2014,61,0,25834,Daniel Summerhays,7.13,869,12200,0,2.0
2014,62,0,24507,Jason Bohn,7.0,784,11200,0,3.0
2014,63,0,34431,Robert Streb,6.98,635,9100,0,1.0
2014,64,0,24781,Hunter Mahan,6.96,776,11150,0,5.0
2014,65,0,31560,Brian Stuard,6.9,891,12900,0,4.0
2014,66,0,23541,Ben Crane,6.88,774,11250,1,2.0
2014,67,0,27649,Brandt Snedeker,6.66,812,12200,0,3.0
2014,68,0,25444,Justin Hicks,6.64,923,13900,0,3.0
2014,69,0,34098,Russell Henley,6.6,864,13100,1,2.0
2014,70,0,33413,Ben Martin,6.57,789,12000,0,3.0
2014,71,0,30852,Ryo Ishikawa,6.16,681,11050,0,3.0
2014,72,0,25274,Steven Bowditch,6.07,828,13650,1,1.0
2014,73,0,29518,Brendan Steele,6.02,729,12100,0,4.0
2014,74,0,25364,Paul Casey,6.0,471,7850,0,
2014,74,0,6373,José María Olazábal,6.0,36,600,0,
2014,76,0,29425,Andrew Svoboda,5.99,647,10800,0,2.0
2014,77,0,29420,Billy Horschel,5.94,722,12150,0,2.0
2014,78,0,24358,Robert Garrigus,5.85,678,11600,0,2.0
2014,79,0,29479,Scott Brown,5.83,816,14000,0,4.0
2014,79,0,24361,Pat Perez,5.83,682,11700,0,3.0
2014,81,0,28475,Jeff Overton,5.79,631,10900,0,3.0
2014,82,0,32366,Kevin Chappell,5.78,723,12500,0,1.0
2014,83,0,24494,Erik Compton,5.77,745,12900,0,3.0
